case_id,candidate,judge,sample,parse_ok,conflict_insight,market_read_accuracy,strategy_direction,target_portrait_match,persona_read,logic_depth,insight_nonobviousness,risk_anti_pattern,actionability,A_avg,B_avg,overall,comment
鳌烨106,student_noskill,gemini-3.1-pro,0,True,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.5,1.778,完全错判了江浙沪地区三甲男医生的核心市价（本地富家女的阶层置换刚需），给出了‘适度下调期望’的相反错误策略，缺乏对真实婚恋生态的深度洞察。
鳌烨106,student_noskill,deepseek-v4-pro,0,True,4.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.25,2.667,策略偏离专家核心：建议向下兼容而非向上优渥，且未输出渠道打法和关键的‘不要自卑’反身性提示。
鳌烨107,student_noskill,gpt-5.5,0,True,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.75,2.889,主要差距是没有抓住专家强调的“高收入男性必然更复杂、单纯高资产女性易被情感操纵收割”的核心风险，转而过多分析供给稀缺和情绪价值。
鳌烨107,student_noskill,gemini-3.1-pro,0,True,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,1.0,1.444,严重误读输入事实（如将寻40万+高薪男曲解为找低配），完全漏掉被情感操纵的致命风险，且逻辑自相矛盾、充斥无效套话。
鳌烨107,student_noskill,deepseek-v4-pro,0,True,3.0,5.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,3.8,4.25,4.0,核心矛盾未点出“排斥复杂人性”的根源，风险警示不足且策略方向偏离专家建议的防御性审计路径，画像调整过度。
鳌烨108,student_noskill,gpt-5.5,0,True,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.25,3.111,主要差距在于把核心问题偏移成“理想爱情与向上攀附互斥”，弱化了专家强调的高资源配置与混乱审计眼光、浪漫滤镜导致被收割的结构性风险。
鳌烨108,student_noskill,gemini-3.1-pro,0,True,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.8,1.5,1.667,严重脱离事实常识（误判26岁高配男性为大龄劣势），对'救赎者心态'存在根本误读，推理基于幻觉且充斥空洞的废话。
鳌烨108,student_noskill,deepseek-v4-pro,0,True,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.4,3.5,3.444,未命中‘审计眼光混乱’这一深层矛盾，市场估值偏保守且漏掉‘被破碎感女性吸引’的关键风险。
鳌烨105,student_noskill,gpt-5.5,0,True,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.25,3.111,主要差距是没有抓住“被拒绝的西安有房无贷男就是当前最优解”这一关键判断，反而弱化房产价值并保留170-178身高偏好，且“30岁是硬通货”等表述与市场判断相矛盾。
鳌烨105,student_noskill,gemini-3.1-pro,0,True,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.8,1.5,1.667,严重误判市场并迎合客户的不合理期望（建议找170-178cm），将绝对劣势（30岁）谬赞为‘稀缺硬通货’，完全背离专家‘认清底牌、挽回被拒优质男’的核心策略，且逻辑自相矛盾。
鳌烨105,student_noskill,deepseek-v4-pro,0,True,5.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.2,2.25,2.778,未识别母单是情感成本而非筹码，策略未点出挽回关键旧目标，理想画像仍偏高，建议空泛缺具体行动。
鳌烨119,student_noskill,gpt-5.5,0,True,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.2,3.25,2.667,主要差距是把核心问题从“物质掌控强、情感细腻度低”误转成“年龄外形与目标女性错配”，导致市场估值和策略方向明显偏离专家判断。
鳌烨119,student_noskill,gemini-3.1-pro,0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.25,1.111,待评分析严重脱离真实婚恋市场客观规律，将35岁无孩A7男性的成熟误判为致命劣势，且错误地假定温柔持家女性只偏爱年轻男性，导致核心矛盾、策略方向与画像推导全面崩盘。
鳌烨119,student_noskill,deepseek-v4-pro,0,True,1.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,1.8,3.75,2.667,核心矛盾与专家完全不一致，误判市场估值为偏负向，策略方向也背离专家建议。
鳌烨117,student_noskill,gpt-5.5,0,True,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.444,主要差距是把问题过度重构为‘稀缺温柔女性供需错配’，低估了其二线高薪研发‘绩优股’价值，并偏离了专家强调的首付硬资本、基础情感交互训练和寻找更主动/技术圈女性的方向。
鳌烨117,student_noskill,gemini-3.1-pro,0,True,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.8,2.0,1.889,人物标签出现‘自我贬低’等无中生有的幻觉，且前后逻辑严重自相矛盾（诊断指出男方缺乏情绪价值和生活情趣，却建议他寻找看重情绪价值的女性），完全偏离了专家给出的‘积累首付硬件’与‘寻找主动互补型女性’的核心策略。
鳌烨117,student_noskill,deepseek-v4-pro,0,True,5.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.75,4.333,策略方向与目标画像偏离专家意见，低估了技术圈同频高知女性的可能性
鳌烨115,student_noskill,gpt-5.5,0,True,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.6,3.25,3.444,整体命中“稳定长期价值强、即时吸引和情绪互动弱”的主线，但部分判断如家庭背景中等偏上、颜值执念矛盾和渠道建议与专家参考有偏差，逻辑中夹杂未由输入支撑的推断。
鳌烨115,student_noskill,gemini-3.1-pro,0,True,3.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,2.4,1.75,2.111,待评分析充斥机器幻觉与前后自相矛盾（如建议寻找家庭中等偏上的女性又将其列为风险防范对象），大量使用模板套话而缺乏对真实婚恋市场的切实洞察。
鳌烨115,student_noskill,deepseek-v4-pro,0,True,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.4,3.75,3.556,核心矛盾识别有偏差，将“生存能力与情感互动”的矛盾误解为期望错配，且性格解读未点出工具人思维。
鳌烨114,student_noskill,gpt-5.5,0,True,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.5,3.222,主要差距是过度乐观地包装年龄外形与奋斗属性，未充分命中专家所强调的高负债/父母供养带来的高危市场折价、风险对冲心理及降杠杆优先策略。
鳌烨114,student_noskill,gemini-3.1-pro,0,True,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.6,2.0,2.333,严重误判了务实男性的核心诉求（务实男最忌讳替人背债），完全漏掉了‘降杠杆/处理房产’这一最核心的破局点，导致整体逻辑存在自相矛盾，缺乏深刻的财务与人性洞察。
鳌烨114,student_noskill,deepseek-v4-pro,0,True,5.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,3.8,4.5,4.111,未点明高危估值与算计个性，且缺失资产降杠杆的关键策略。
鳌烨120,student_noskill,gpt-5.5,0,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,整体命中颜值溢价与依附风险，但对精神独立、平视关系和具体执行路径展开不足。
鳌烨120,student_noskill,gemini-3.1-pro,0,True,3.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,4.2,3.75,4.0,资产盘点扎实且精准识别了‘被短期消费’的陷阱，但核心矛盾表述存在逻辑语病，且‘经济庇护最不稀缺’的判断略微脱离高端婚恋市场常识导致逻辑扣分。
鳌烨120,student_noskill,deepseek-v4-pro,0,True,3.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,3.6,4.0,3.778,策略方向偏离专家强调的“精神独立”，对象画像遗漏“看重家庭纯净度”，且缺乏具体可落地的执行步骤。
鳌烨112,student_noskill,gpt-5.5,0,True,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.2,3.0,3.111,主要差距在于把专家所说的“顶级标的但过度未来焦虑”误读成“高知高颜值在传统市场难被接纳甚至边缘化”，导致市场估值和核心矛盾方向偏离。
鳌烨112,student_noskill,gemini-3.1-pro,0,True,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.2,1.75,2.0,严重误判了26岁高颜值艺术女博士在市场的顶级抢手程度，生搬硬套‘女博士难嫁’的刻板印象导致整体估值与逻辑走偏，缺乏实质性洞察。
鳌烨112,student_noskill,deepseek-v4-pro,0,True,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.2,1.75,2.0,核心矛盾误读为“优势难被接纳”而非“硬件溢出与过度焦虑”，市场估值从顶级标的贬为边缘化，策略加剧焦虑而非停止焦虑，与专家方向根本背离。
鳌烨118,student_noskill,gpt-5.5,0,True,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.8,4.0,3.889,整体命中体验派与生存不稳定的主矛盾，并能转化为圈层择偶策略，但市场估值中“议价权极低”和城市推断偏武断，且对经济支撑型对象的强调略不足。
鳌烨118,student_noskill,gemini-3.1-pro,0,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,分析极为精准深刻，不仅完美覆盖专家要点，更提出了将主观标准‘玩到一块’转化为‘欣赏创造力与长期舒适感’等极具指导意义的实质性洞察。
鳌烨118,student_noskill,deepseek-v4-pro,0,True,3.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,3.8,4.75,4.222,市场估值未点出传统家庭市场折价，策略缺少对方应有经济支撑要件，核心矛盾表述稍偏离情感诉求与生存的根本冲突。
鳌烨125,student_noskill,gpt-5.5,0,True,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.4,4.0,3.667,主要差距在于策略仍围绕彩礼包装和中等偏上男性，未抓住专家强调的职业自立、降低硬件要求以及转向35+包容型稳定伴侣。
鳌烨125,student_noskill,gemini-3.1-pro,0,True,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.6,1.5,1.556,严重脱离现实，将沉重的家庭负担误判为可通过话术包装的卖点，给出的‘月入1.5-3万’目标画像完全是天方夜谭，策略与逻辑自相矛盾。
鳌烨125,student_noskill,deepseek-v4-pro,0,True,4.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,3.2,3.5,3.333,策略方向与理想对象画像严重偏离专家建议：仍主张保留彩礼并锁定经济中等偏上男性，而非放弃大额彩礼、优先自力更生并选择35+不计较负担的稳定伴侣。
鳌烨126,student_noskill,gpt-5.5,0,True,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.4,4.0,3.667,主要差距在于把策略和对象画像从“高认知战友型精英女性”偏移成了更稳妥的家庭经营型伴侣，且市场估值略低估其高价值吸引力。
鳌烨126,student_noskill,gemini-3.1-pro,0,True,2.0,1.0,1.0,1.0,5.0,2.0,3.0,4.0,4.0,2.0,3.25,2.556,性格深层动机解析精准，但犯了将二线A8误判为弱势群体的严重常识错误，导致匹配策略完全走向传统保守，背离了强强联合的战友型正解。
鳌烨126,student_noskill,deepseek-v4-pro,0,True,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.4,4.75,4.556,理想对象画像偏向稳定型女性，未达到专家要求的战友/精英能力层次，其余维度几乎精准或超越。
鳌烨124,student_noskill,gpt-5.5,0,True,3.0,3.0,2.0,5.0,5.0,3.0,3.0,3.0,3.0,3.6,3.0,3.333,主要差距是把核心矛盾弱化为硬件与个人软肋错配，未充分抓住强势母亲带来的婆媳压迫风险，且策略上更偏顺应家庭框架而非剥离干预。
鳌烨124,student_noskill,gemini-3.1-pro,0,True,2.0,3.0,2.0,4.0,5.0,2.0,1.0,2.0,1.0,3.2,1.5,2.444,分析严重低估了强势母权带来的结构性压迫，给出的'坦诚沟通'策略与男主软弱性格自相矛盾毫无落地可能，且通篇缺乏非显然洞察。
鳌烨124,student_noskill,deepseek-v4-pro,0,True,3.0,3.0,2.0,5.0,5.0,4.0,2.0,4.0,3.0,3.6,3.25,3.444,未识破‘物质优渥vs压迫性婆媳预期’核心矛盾，策略偏内卷妥协而非专家主张的剥离家庭干预，市场风险评估亦缺高风险提示。
鳌烨121,student_noskill,gpt-5.5,0,True,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.4,3.5,3.444,主要差距是过度把生育确定性和外形年龄筛选置于核心，策略上偏向收窄科研技术圈，遗漏了专家强调的跨学科扩圈、二婚优秀男以及“不以生育为唯一目的”的精神平视。
鳌烨121,student_noskill,gemini-3.1-pro,0,True,3.0,5.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,2.8,2.0,2.444,市场估值基于事实且准确，但策略死磕‘生育优先’与专家扬长避短寻找不以生育为目的男性的思路完全相反，且将35岁大龄的‘生育确定性’视为择偶引擎，属于严重误判与自相矛盾。
鳌烨121,student_noskill,deepseek-v4-pro,0,True,5.0,5.0,3.0,5.0,5.0,5.0,5.0,2.0,3.0,4.6,3.75,4.222,策略未含跨学科圈层及二婚男选项，风险识别薄弱，建议可操作性不足
鳌烨132,student_noskill,gpt-5.5,0,True,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.2,3.75,3.444,主要差距在于把核心矛盾偏向“稀缺温柔女性的市场争夺”，而没有充分落到专家强调的“高职业产出但低情绪交互能力”，且策略遗漏了优先解决首付这一硬资本动作。
鳌烨132,student_noskill,gemini-3.1-pro,0,True,3.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,3.6,4.0,3.778,待评分析在市场供需错配视角的洞察颇具深度，但在核心策略上完全遗漏了专家强调的‘买房建立硬资本’这一关键抓手，且落地方案偏向泛泛的口号。
鳌烨132,student_noskill,deepseek-v4-pro,0,True,2.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,3.6,4.5,4.0,核心矛盾解读为供需错配而非专家指出的职业产出与情绪交互能力矛盾，且策略缺失首付硬资本建议，方向部分偏离。
鳌烨123,student_noskill,gpt-5.5,0,True,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.6,4.0,3.778,主要差距在于对其“情绪敏感、恐惧稳定枯燥、自媒体波动性需被稳定伴侣对冲”的人格根源刻画不足，且市场判断中过度强调年龄护城河和买房策略。
鳌烨123,student_noskill,gemini-3.1-pro,0,True,4.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,4.6,3.5,4.111,策略与目标画像高度命中专家思路，但论证‘接梗男’为何无法提供经济支持的底层逻辑略显生硬牵强，且遗漏了被同类玩咖收割的核心风险。
鳌烨123,student_noskill,deepseek-v4-pro,0,True,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.6,5.0,4.778,persona解读停留在社交标签和主动定价，未触及专家强调的“变动恐惧”和“情绪敏感”深层动机。
鳌烨128,student_noskill,gpt-5.5,0,True,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,2.6,2.75,2.667,主要差距在于把42岁男性的年龄劣势误判为“已失去生育窗口/致命硬伤”，从而低估其顶级金主市场吸引力，并推导出与专家相反的降维择偶策略。
鳌烨128,student_noskill,gemini-3.1-pro,0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,待评分析犯了将女性生育窗口限制生搬硬套给42岁男性的严重常识错误，进而严重低估了A8.5资产男性的市场购买力，导致全盘分析与现实规律截然相反。
鳌烨128,student_noskill,deepseek-v4-pro,0,True,3.0,2.0,2.0,2.0,4.0,5.0,4.0,3.0,5.0,2.6,4.25,3.333,与专家核心判断相左：专家认为其顶级金主定位可吸引25-30岁寒门贵女，待评却视为吸引力中等并放弃年轻要求。
鳌烨140,student_noskill,gpt-5.5,0,True,3.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,3.0,3.4,2.75,3.111,主要差距在于把核心矛盾弱化成硬软牌错配，低估了强势母亲带来的婆媳压迫与高风险属性，策略也偏向顺应家庭而非剥离干预。
鳌烨140,student_noskill,gemini-3.1-pro,0,True,3.0,3.0,2.0,5.0,5.0,2.0,1.0,3.0,2.0,3.6,2.0,2.889,准确识别了男主的被动择偶动机与目标画像，但未点透强势母权引发的高压婆媳风险，且让性格软弱的妈宝男去向强势母亲‘坦诚沟通争取自主权’的建议自相矛盾且毫无落地可能。
鳌烨140,student_noskill,deepseek-v4-pro,0,True,2.0,2.0,2.0,5.0,5.0,3.0,3.0,3.0,4.0,3.2,3.25,3.222,"未识别婆媳压迫预期这一核心矛盾，市场估值未标出高风险,策略方向沉溺于家庭框架内而非剥离干预"
鳌烨136,student_noskill,gpt-5.5,0,True,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.6,3.5,3.556,主要差距是虽抓到照骗与外形信用崩塌，但对小城市体制内市场有误判，且把重点偏到情绪价值和年轻女性目标，缺少具体的去油形象管理方案。
鳌烨136,student_noskill,gemini-3.1-pro,0,True,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,2.2,1.5,1.889,出现严重的事实常识误判（认为小城市相亲不认体制内），且自相矛盾地建议长相潦草的男主去追求年轻高价值女性，策略空泛不落地。
鳌烨136,student_noskill,deepseek-v4-pro,0,True,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.8,2.5,2.667,未命中视觉诚信破产的结构性矛盾，误判本地体制内接受度；策略分散于软实力补足，偏离聚焦视觉重塑的核心方向。
鳌烨135,student_noskill,gpt-5.5,0,True,4.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,4.0,2.6,3.0,2.778,主要差距是把当前高风险相亲局误判为可通过包装入场，未命中专家强调的停止投放、避免被二次剥削这一核心策略。
鳌烨135,student_noskill,gemini-3.1-pro,0,True,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.2,1.25,1.222,完全错判了原生家庭黑洞在相亲市场的致命程度，竟给出将'19岁弟弟'包装为责任感的自杀式建议，彻底漏掉了女方极易被收割的巨大风险。
鳌烨135,student_noskill,deepseek-v4-pro,0,True,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,2.5,2.222,策略与专家完全相反（包装相亲vs停止相亲自我增值），未识破其自卑逃避心理与易受剥削的核心风险。
鳌烨130,student_noskill,gpt-5.5,0,True,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.4,3.75,3.556,主要差距在于把核心策略偏向“包装波动性”和圈层匹配，而没有充分命中专家强调的建立生活稳定底盘、寻找沉稳共情型伴侣来对冲变动性的关键。
鳌烨130,student_noskill,gemini-3.1-pro,0,True,4.0,5.0,3.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,深刻洞察了'有趣女性往往更需要物质托底'的市场错配，逻辑链条严密自洽，但在核心策略上遗漏了专家'寻找稳定内核以对冲变动性'的底层防御建议。
鳌烨130,student_noskill,deepseek-v4-pro,0,True,4.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,3.2,3.5,3.333,待评分析在核心矛盾与市场估值上基本准确，但策略方向与理想对象画像与专家建议明显相悖：专家强调建立稳定内核、寻找沉稳女性以托住‘胡闹’，而待评分析偏向包装叙事、锁定同频外向对象，未能抓住根本的互补需求。
鳌烨139,student_noskill,gpt-5.5,0,True,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.4,3.0,2.667,主要差距是把她的匹配方向从专家强调的“稳定务实男对冲波动性”偏到了“同样折腾的创意男”，且弱化了其对经济与情绪托底的真实需求。
鳌烨139,student_noskill,gemini-3.1-pro,0,True,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.2,1.25,1.222,待评分析严重误读核心诉求，给出了与专家『动静互补』完全相反的『一起折腾』的致命错误建议，且行文逻辑前后矛盾。
鳌烨139,student_noskill,deepseek-v4-pro,0,True,4.0,5.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,2.6,3.25,2.889,策略方向与理想画像与专家完全相悖，误读了她对伴侣经济支持和稳定性依赖的深层需求
鳌烨152,student_noskill,gpt-5.5,0,True,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.4,3.5,3.444,主要差距是把核心矛盾过度解释为体制内女性供给端高要求导致的错配，偏离了专家强调的“高舒适度但低情感吸引力”，策略上也更倾向包装和提升而非精准筛选同频稳定型对象。
鳌烨152,student_noskill,gemini-3.1-pro,0,True,1.0,2.0,1.0,4.0,4.0,1.0,1.0,4.0,2.0,2.4,2.0,2.222,核心洞察严重脱离实际，生搬硬套‘体制内女性要求男方极具上进心’的错误前提，导致策略与专家完全相反，且出现让本就无野心的男主‘放弃对上升空间执念’的低级逻辑矛盾。
鳌烨152,student_noskill,deepseek-v4-pro,0,True,2.0,3.0,1.0,2.0,4.0,5.0,3.0,5.0,5.0,2.4,4.5,3.333,核心矛盾误判为供需错配，未识破舒适度vs吸引力的结构性根源；策略要求他刻意改变并包装，与专家“不要改变性格、精准筛选同频”方向相反。
鳌烨154,student_noskill,gpt-5.5,0,True,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.8,3.75,3.778,整体命中照骗导致信用崩塌的主线，但性格动因把过度自信误读成低自我价值，且部分市场判断和行动建议存在臆测与不够具体的问题。
鳌烨154,student_noskill,gemini-3.1-pro,0,True,4.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.8,2.0,2.444,存在‘小城市纹身是加分项’等严重常识错误，误将unkempt当作正面风格，把案主的过度自信误判为低自尊，分析逻辑存在明显硬伤。
鳌烨154,student_noskill,deepseek-v4-pro,0,True,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,4.6,4.25,4.444,主要差距在于未明确点出面子驱动和被收割等风险，但策略方向高度一致且非常具体。
鳌烨137,student_noskill,gpt-5.5,0,True,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.6,3.75,3.667,主要差距在于过度强调“高自由度/不被驯化”，漏掉专家所说的中式家庭安全感需求，并把理想对象扩展到白人精英、弱化经济对等，画像略偏。
鳌烨137,student_noskill,gemini-3.1-pro,0,True,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.2,2.5,2.889,无视客户明确限定的华裔对象要求强行推荐白人，未抓住将'文身作为反向筛选器'的深刻洞察反而将其视作软肋，且策略建议多为空泛口号。
鳌烨137,student_noskill,deepseek-v4-pro,0,True,4.0,5.0,5.0,4.0,3.0,5.0,4.0,1.0,3.0,4.2,3.25,3.778,性格解读停留在表面独立标签，未触及专家点出的'外冷内热、渴望中式家庭安全感'这一深层矛盾，且完全缺失风险警示。
鳌烨155,student_noskill,gpt-5.5,0,True,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.6,3.25,3.444,主要差距是过度放大32岁年龄焦虑和“对象池已空”，偏离专家强调的文身/个人化表达与传统中式审美错位，以及坚守海外高净值圈层筛选的核心。
鳌烨155,student_noskill,gemini-3.1-pro,0,True,1.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,2.4,2.0,2.222,严重脱离纽约A8.5海外顶配精英的实际语境，强行生搬硬套国内市场的'32岁大龄焦虑'模板，导致核心矛盾和市场估值完全错判。
鳌烨155,student_noskill,deepseek-v4-pro,0,True,3.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,3.8,4.5,4.111,未命中核心矛盾结构，性格解读片面忽略中式安全感诉求。
鳌烨147,student_noskill,gpt-5.5,0,True,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.2,3.5,3.333,主要差距在于把目标对象下沉为普通都市白领，偏离专家强调的高净值/精英圈层，同时对30岁、本科学历等市场判断有一定过度贬值和逻辑瑕疵。
鳌烨147,student_noskill,gemini-3.1-pro,0,True,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.25,3.667,市场盘点扎实且策略具有较高可落地性，但心理动机剖析流于普通慕强心理，未触及专家‘品味作为自我认同舒适区’的深度，且逻辑链啰嗦、缺乏非显然的破局洞察。
鳌烨147,student_noskill,deepseek-v4-pro,0,True,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,4.6,4.5,4.556,理想对象画像未体现专家要求的极高经济实力与精英行业背景，且未显性提示关键风险陷阱。
鳌烨141,student_noskill,gpt-5.5,0,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,整体判断较准且有洞察，但对专家强调的“高质量男性存量稀缺/已被分完”的结构性市场矛盾点出不够直接，理想对象画像也略泛化。
